"jobtitle","company","location","salary","companysize","companyrating","summary"
"AR & Office Coordinator","Lightning Bolt Solutions","South San Francisco, CA 94080","NA",nan,nan,"Lightning Bolt Solutions is a growing, profitable startup that offers web-based software solutions for healthcare staff scheduling using cutting edge Artificial..."
"Data Science Director","SparkCognition","Austin, TX 78759 (Arboretum area)","NA",nan,nan,"SparkCognition is looking for a dynamic and motivated leader to manage a team of Data Scientists that is developing products using Machine Learning, Artificial..."
"Control / Autonomous Systems Engineer","MIT Lincoln Laboratory","Lexington, MA","NA",26,52.2,"Estimation and feedback control algorithms such as PID controllers, Extended Kalman Filters, and Unscented Kalman Filters for dynamic pointing and tracking,..."
"Senior Program Manager-BSP","The Aspen Institute","New York, NY","NA",7,60.0,"We are considering issuing a public statement from a group on what business can do to ensure that the rise of Artificial Intelligence enhances and expands..."
"AI Global Solution Architect","Lenovo","Raleigh, NC 27616 (Northeast area)","NA",623,44.4,"Lenovo is gearing up to lead the intelligence transformation by making Artificial Intelligence (AI) applications easy to develop and deploy in enterprises for..."
"Software Engineer, Robotic Perception","Toyota Research Institute","Cambridge, MA 02139 (Area IV area)","NA",nan,nan,"And (4) accelerate scientific discovery by applying techniques from artificial intelligence and machine learning...."
"Systems Engineer ADAS RADAR","NXP Semiconductors","San Jose, CA 95134 (North San Jose area)","NA",96,51.0,"Knowledge and experience of latest development in the advanced fields of applied Artificial intelligence is a plus...."
"Director of Machine Learning and Data Science","Quantum Metric","Monument, CO","NA",2,60.0,"The ideal candidate will have contributed research to the field of Data Science, Machine Learning, Artificial Intelligence, or another related field...."
"Senior Solution Specialist - Data Scientist with Deloitte","Deloitte","Orlando, FL","NA",nan,51.0,"Artificial intelligence, chip, c#, computer engineering, information technology, optical, programmer, radar, software, software engineer...."
"Associate Software Engineer","iRobot Corporation","Bedford, MA","NA",15,51.6,"NA"
"Senior Software Engineer/Developer","Mitre Corporation","McLean, VA","NA",142,52.2,"Possess a strong systems engineering background with expertise in software development, artificial intelligence, data engineering and/or research and..."
"Assistant Professor","Univeristy of Wisconsin - Madison","Madison, WI","NA",nan,nan,"Integration of machines, mechatronics, sensors, communication, artificial intelligence and novel control and drive technologies...."
"Senior Graphics Performance Engineer","NVIDIA","Santa Clara, CA","NA",137,52.2,"You will enable next generation Gaming, Artificial Intelligence, Deep Learning, Self-Driving Cars by triaging and improving performance issues...."
"Business Development Representative","Beamery","San Francisco, CA","NA",nan,nan,"If you have any prior experience in recruitment, HR tech, or artificial intelligence tech, don't forget to mention it!..."
"Patch Management Administrator","Aspect Software Inc","Orlando, FL","NA",4,54.0,"Our ability to think big has enabled us to continually evolve and lead the market, and to stay on the forefront with exciting technologies including cloud,..."
"Robotics and Autonomous Control Systems Engineer","MIT Lincoln Laboratory","Lexington, MA","NA",26,52.2,"The ideal candidate will have a strong grasp of a wide range of approaches to autonomy, advanced control, and artificial intelligence, including machine..."
"Implementation Engineer","Iodine Software","Austin, TX 78759 (Arboretum area)","NA",nan,nan,"By leveraging new technologies like Natural Language Processing, Machine Learning, and Artificial Intelligence, our platform drives significant improvements in..."
"Director, Application Strategy","Visa","Austin, TX","NA",439,51.0,"The Client Support Services (CSS) Artificial Intelligence program manager within the strategy and tools team will be responsible for facilitating the..."
"Lead Research Scientist, Intelligent Traffic Management","Toyota InfoTechnology Center","Mountain View, CA 94043","NA",nan,51.0,"NA"
"Media Trading Strategis t","Ctrl/Shift","Media, PA","NA",nan,nan,"Existing at the confluence of artificial intelligence, data sciences and programmatic, we are actively shaping the future of marketing...."
"Artificial Intelligence Developer","Veterans Sourcing Group","Tampa, FL 33634","NA",6,40.2,"Artificial Intelligence Developer. Candidate will be developing an Artificial Intelligence. Tampa, FL (33634)...."
"Consumer App Developer","Geomagical Labs","Mountain View, CA","NA",nan,nan,"Unique exposure to revolutionary technologies in artificial intelligence and computer vision. Geomagical Labs is a pioneering tech startup, applying state-of..."
"Director of User Acquisition","Udacity, Inc.","Mountain View, CA 94040","NA",6,55.8,"We're an online learning platform offering groundbreaking education in fields such as artificial intelligence, machine learning, robotics, virtual reality, and..."
"Director of Partnerships","DigitalGenius","San Francisco, CA","NA",nan,nan,"Good understanding of Artificial Intelligence, cloud solutions/SaaS software applications and experience with partner resellers of cloud/SaaS solutions...."
"Technical Operations Engineer","ComplianceEase","Burlingame, CA","NA",nan,nan,"NA"
"Systems Test Technician (ISO 17025)","iRobot Corporation","Bedford, MA","NA",15,51.6,"NA"
"Real Estate Agent","REX - Real Estate Exchange","San Diego, CA","NA",nan,nan,"Using artificial intelligence, big data, and machine learning, we are eliminating real estate agent commissions, selling homes faster, and saving people a lot..."
"Digital Ad Trafficker","REX - Real Estate Exchange","Woodland Hills, CA 91367","NA",nan,nan,"Using artificial intelligence, big data, and machine learning, we are eliminating real estate agent commissions, selling homes faster, and saving people a lot..."
"Senior Director, Channel Development","Rocket Fuel Inc.","New York, NY","NA",nan,nan,"Through artificial intelligence at big data scale, we optimize performance, awareness, and lift across channels for agencies and marketers...."
"Analytics Engineer","Udacity, Inc.","San Francisco, CA","NA",6,55.8,"We're an online learning platform offering groundbreaking education in fields such as artificial intelligence, machine learning, robotics, virtual reality, and..."
"Business Intern","OIGETIT","Menlo Park, CA","NA",nan,nan,"With its lightning fast artificial intelligence powered News Engine, OIGETIT delivers local, national, and world news right on your mobile phone...."
"Innovation Project Leader, Data Science","GlaxoSmithKline","Rockville, MD","NA",nan,52.2,"NA"
"NA","Weatherford","San Antonio, TX","NA",nan,44.4,"Communicate to Manager or appropriate sales personnel field intelligence and needs of the customer...."
"Natural Language Processing (NLP) - Web Component Developer","A.G. Boon, Inc.","Houston, TX","NA",nan,nan,"- Experience working with Artificial Intelligence based expert systems*. _THIS IS A LONG-TERM (1 YEAR OR MORE), CONTRACT POSITION, IN SAUDI ARABIA...."
"Software Developer","Iodine Software","Austin, TX 78759 (Arboretum area)","NA",nan,nan,"By leveraging groundbreaking technologies like Natural Language Processing, Machine Learning, and Artificial Intelligence, our platform drives significant..."
"Data Scientist","Blackwood Seven","Los Angeles, CA","NA",nan,nan,"NA"
"Senior Quantitative Analyst, Advanced Analytics","NATIONAL GRID CO USA (NE POWER)","Hicksville, NY","NA",nan,nan,"NA"
"AI Scientist Intern","Sikka Software","San Jose, CA","NA",nan,nan,"NA"
"Executive Assistant, Learning Products","Udacity, Inc.","Mountain View, CA 94040","NA",6,55.8,"NA"
"Content Developer, Self Driving Car","Udacity, Inc.","San Francisco, CA","NA",6,55.8,"NA"
"Machine Learning and Computer Vision Scientist","The Jackson Laboratory","Bar Harbor, ME 04609","NA",21,43.8,"NA"
"Data Scientist","Nauto","Palo Alto, CA","NA",nan,nan,"NA"
"Senior Product Manager, Enterprise","Udacity, Inc.","Mountain View, CA 94040","NA",6,55.8,"NA"
"SiriKit Platform Engineer","Apple","Santa Clara Valley, CA","NA",nan,52.2,"NA"
"TRAINEE - PATHOLOGY","Mount Sinai Health System","New York, NY 10029 (Yorkville area)","NA",797,51.0,"NA"
"Research Scientist - Salesforce Research","Salesforce","Palo Alto, CA","NA",246,52.8,"NA"
"Research Engineer (C++, Machine Vision 3+ years)","Liberty Reach Inc.","Ann Arbor, MI 48103","NA",nan,nan,"NA"
"Postdoctoral Scientist","Cedars-Sinai","Los Angeles, CA","NA",469,52.8,"NA"
"Project Manager (Contract)","Udacity, Inc.","San Francisco, CA","NA",6,55.8,"NA"
"Software Development Engineer - AWS AI Algorithm Team","Amazon Web Services, Inc.","New York, NY","NA",nan,43.2,"NA"
"Sales Director","Monetate","New York, NY","NA",nan,nan,"NA"
"Scientist - Data and Statistics","United Airlines Inc.","Chicago, IL 60601 (Loop area)","NA",nan,51.0,"NA"
"Software Engineer, Web Applications","Tesla Motors","San Francisco, CA","NA",545,43.2,"NA"
"Software Engineer, Front End","Google","Mountain View, CA","NA",nan,52.8,"NA"
"Operations Manager","Uncommon","Palo Alto, CA 94301 (Professorville area)","NA",nan,nan,"NA"
"Senior Progam Manager","Microsoft","Redmond, WA 98052","NA",nan,52.2,"NA"
"Associate Consultant","Symphony Ventures","Dallas, TX","NA",nan,nan,"NA"
"Engineering Manager, Cloud Machine Learning","Google","Mountain View, CA","NA",nan,52.8,"NA"
"Assoc. DirectorAutomation Solution Architect","Cognizant","Township of Warren, NJ","NA",nan,51.0,"NA"
"Research Associate IV (step 2)/Earth System Science Center/R...","The University of Alabama in Huntsville","Huntsville, AL","$66,490 - $70,320 a year",4,55.8,"NA"
"Researcher, Advanced Manufacturing Automation","Hitachi America, Ltd.","Farmington Hills, MI 48335","NA",nan,44.4,"NA"
"Engineering Scientist - R and D Data Analysis Developer","University of Texas at Austin","Austin, TX","$6,250 - $10,833 a month",538,52.8,"NA"
"Senior Developer","Ai Software","St. Louis, MO","NA",nan,nan,"NA"
"Full Stack Developer","Xavient Information Systems","Philadelphia, PA","NA",19,43.8,"NA"
"Senior Solutions Architect","frog","New York, NY","NA",nan,nan,"NA"
"Data Developer","Solera","Overland Park, KS","NA",13,31.8,"NA"
"Vice President of Strategic Partnerships","Cogito Corporation","Boston, MA 02109 (Central area)","NA",nan,nan,"NA"
"Principal Technical Architect","Disney Parks & Resorts","Glendale, CA","NA",nan,52.8,"NA"
"Office Manager / Human Resources Associate","Innovari","Hillsboro, OR 97124","NA",nan,nan,"NA"
"Solutions Architect - CSP","NVIDIA","Santa Clara, CA","NA",137,52.2,"NA"
"Director, Product Management","TeleTech","Englewood, CO","NA",nan,42.6,"NA"
"Senior Data Scientist","AbbVie","Lake County, IL","NA",334,51.6,"NA"
"Postdoctoral Research Scientist, Lifelong Machine Learning","Facebook","Redmond, WA","NA",189,52.2,"NA"
"Natural Language Processing (NLP) Software Engineer","Leidos","Arlington, VA 22202 (Aurora Highlands area)","NA",284,43.8,"NA"
"Data Infrastructure Developer","Princeton University","Princeton, NJ 08544","NA",105,53.4,"NA"
"Senior Director, Data Scientist","Nuveen","San Francisco, CA","NA",nan,nan,"NA"
"Data Engineer (Full Stack)","DataFox","San Francisco, CA","NA",nan,nan,"NA"
"Autonomous Driving System Engineer","NVIDIA","Santa Clara, CA","NA",137,52.2,"NA"
"Automation Solution Architect","Cognizant","Township of Warren, NJ","NA",nan,51.0,"NA"
"Senior Data Engineer / Back End Developer","Sentient","San Francisco, CA","NA",4,30.0,"NA"
"Inside Sales Associate","Market Technologies, LLC.","Wesley Chapel, FL 33544","$42,000 - $150,000 a year",3,27.0,"NA"
"Executive Assistant to the Management Team","Collective[i]","New York, NY","NA",nan,nan,"NA"
"Grants Coordinator","MIT","Cambridge, MA","NA",194,51.6,"NA"
"Senior Researcher","Microsoft","Redmond, WA 98052","NA",nan,52.2,"NA"
"Program Manager II","Microsoft","Redmond, WA 98052","NA",nan,52.2,"NA"
"Robotics Software Engineer","MIT","Cambridge, MA","NA",194,51.6,"NA"
"Marketing Associate","Instrumental, Inc.","Los Altos, CA","NA",nan,nan,"NA"
"Software Engineer","iRobot Corporation","Bedford, MA","NA",15,51.6,"NA"
"Director of Data Science","Next College Student Athlete","Chicago, IL","NA",nan,nan,"NA"
"Back-End Software Engineer","Highspot","Seattle, WA 98121 (Belltown area)","NA",nan,nan,"NA"
"Software Engineer, Ads Ranking","Facebook","Seattle, WA","NA",189,52.2,"NA"
"Machine Learning Researcher - CIPHER - 1432","Georgia Tech Research Institute","Atlanta, GA 30318 (Rockdale area)","NA",340,52.8,"NA"
"Senior Software Engineer, Behavior, Motion Planning and Cont...","Toyota Research Institute","Ann Arbor, MI","NA",nan,nan,"And (4) accelerate scientific discovery by applying techniques from artificial intelligence and machine learning...."
"Computer Scientist (Program Director)","U.S. Federal Government","Arlington, VA","$130,692 - $174,569 a year",358,52.8,"Robust Intelligence (RI). The RI program advances and integrates the research traditions of artificial intelligence, computer vision, human language research,..."
"Software Engineer, Robotic Planning and Control","Toyota Research Institute","Cambridge, MA 02139 (Area IV area)","NA",nan,nan,"And (4) accelerate scientific discovery by applying techniques from artificial intelligence and machine learning...."
"Sr. Rails Engineer","Digital Nebula","Austin, TX 78701 (Downtown area)","NA",nan,nan,"Artificial Intelligence experience a plus. We offer certifications and training in artificial intelligence for all of our developers...."
"Financial Systems Analyst","Solera Holdings, Inc.","Westlake, TX","NA",nan,nan,"Unified by a strong culture that values uncommon entrepreneurial thinking and continuous 'do-it-different' innovation, Solera's global workforce of 6,000+..."
"Strategic Sourcing Buyer","Aspect Software Inc","Orlando, FL 32801 (Central Business District area)","NA",4,54.0,"Our ability to think big has enabled us to continually evolve and lead the market, and to stay on the forefront with exciting technologies including cloud,..."
"Senior ASIC Power Engineer","NVIDIA","Santa Clara, CA","NA",137,52.2,"Artificial intelligence, the dream of computer scientists for over half a century, is no longer science fiction...."
"Computer Scientist/Software Developer","The Concord Consortium, Inc","Concord, MA 01742","NA",nan,nan,"Data mining, machine learning, and artificial intelligence. Machine learning algorithms for creating artificial intelligence based on data...."
"Global Head Intel Nervana AI Technical Evangelism","Intel","Santa Clara, CA 95052","NA",nan,52.2,"NA"
"Siri Integration Engineer","Apple","Santa Clara Valley, CA","NA",nan,52.2,"Create groundbreaking technology for artificial intelligence. Play a part in the next revolution in human-computer interaction...."
"Director of Business Development","Agent, Inc.","Sherman Oaks, CA","NA",nan,nan,"We are taking on major challenges related to booking efficiencies, search filters/algorithms, payment solutions, artificial intelligence, predictive analysis,..."
"Digital Marketing Specialist","theDevMasters","Irvine, CA","NA",nan,nan,"DevMasters is Data Science & Artificial intelligence education company. We are 4 plus year in business...."
"Design & Marketing","Silicon Valley Business Institute","Milpitas, CA","NA",nan,nan,"While the benchmarking industry covers high-tech (such as artificial intelligence, virtual reality / augmented reality), medical, finance and other fields...."
"Content Developer, Innovations","Udacity, Inc.","Remote","NA",6,55.8,"NA"
"Full Stack Engineer","Paxata","Redwood City, CA 94063","NA",2,60.0,"Built on Apache Spark TM and optimized to run in Apache Hadoop TM , Paxata leverages automated artificial intelligence, elastic cloud architecture and..."
"Backend Engineer","Workbridge Associates","Irvine, CA","$120,000 - $180,000 a year",32,40.8,"Are you a Backend engineer looking to join a growing Artificial Intelligence start-up where you can be one of the first to join?..."
"Business Development Specialist (Internship)","TuSimple","San Diego, CA","NA",nan,nan,"Prior knowledge of artificial intelligence or Internet-based industries. TuSimple is dedicated to providing the best solution for autonomous driving...."
"Staff Software Engineer, AI and Deep Learning","Sony Interactive Entertainment PlayStation","San Mateo, CA","NA",7,51.0,"We seek a Software Engineer highly proficient in artificial intelligence research to develop advanced human natural interactive entertainment for our platform...."
"Research Scientist, Machine Learning & Signal Processing","Oculus VR","Redmond, WA","NA",nan,nan,"Individuals in this role are expected to be recognized experts in identified research areas such as artificial intelligence, machine learning, computational..."
"Security Data Science Engineer","Workday","Pleasanton, CA","NA",28,44.4,"The role will be pivotal in improving signal-to-noise ratio in our threat intelligence as well as key component in innovating the next generation of threat..."
"Zendesk Solution Engineer","DigitalGenius","San Francisco, CA","NA",nan,nan,"Basic understanding of Artificial Intelligence and Machine Learning. DigitalGenius is a venture-backed artificial intelligence company, bringing practical..."
"Research Engineer or Research Scientist (MS/PhD)","Schlumberger","Cambridge, MA","NA",nan,51.6,"MS or PhD degree in electrical engineering, computer science, artificial intelligence, physics, or related fields with thesis work related to the subject domain..."
"AI Segment Manager - Academia","Lenovo","Raleigh, NC 27616 (Northeast area)","NA",623,44.4,"Lenovo is gearing up to lead the intelligence transformation by bringing innovative computing systems for academic universities and research institutions to..."
"Financial Analysis III - (B3)","Applied Materials Inc.","Santa Clara, CA","NA",493,51.0,"Tech shift toward AI (artificial intelligence) and IoT (Internet of. Applied Materials is the leader in materials engineering solutions...."
"Senior Technical Recruiter/Recruiting Manager","C3 IoT","Redwood City, CA","NA",nan,nan,"Interest in technologies around machine learning, deep learning and artificial intelligence is important. You will develop and execute on a strategy to hire..."
"SENIOR RESEARCH ENGINEER - CFD and Fluid Mechanics","Banzan International Group Corporation","Acton, MA 01720","NA",nan,nan,"Knowledge of pattern recognition, machine learning, and artificial intelligence. IPT is dedicated to solving the leakage detection and prevention problem of..."
"Engineer/Scientist, Data Fusion","AM Pierce & Associates","Patuxent River, MD","NA",3,60.0,"Background in artificial intelligence and machine learning would be especially helpful. Ability and willingness to stay current on technical progress and trends..."
"Consumer Marketing Consultant","Verizon","Denver, CO 80202 (Lodo area)","NA",nan,44.4,"These areas, Artificial Intelligence, Location, Big Data Analytics and AR/VR will be fostered and developed by Emerging Platforms to help drive new product..."
"RSD Systems Engineer","Intel","Hillsboro, OR 97124","NA",nan,52.2,"The data center is the underpinning for every data-driven service, from artificial intelligence to 5G to high-performance computing, and DCG delivers the..."
"Engineer - Software Applications","Aspect Software Inc","Lombard, IL 60148","NA",4,54.0,"Our ability to think big has enabled us to continually evolve and lead the market, and to stay on the forefront with exciting technologies including cloud,..."
"Sr. IT Auditor - Business Applications","AIG","New York, NY","NA",nan,43.8,"You will work collaboratively in a team-based environment and perpetually learning culture where you will gain exposure to many areas of the company and its..."
"Content Specialist Intern","Outsmart Labs","Miami, FL 33130 (Little Havana area)","NA",nan,nan,"Have an interest in technology, data science and artificial intelligence. Outsmart Labs is seeking a content specialist focused on writing to contribute to the..."
"Staff Algorithms Engineer","KLA-Tencor","Milpitas, CA 95035","NA",79,51.0,"Image processing, machine learning, deep learning or artificial intelligence. Work on semiconductor imaging data to frame a problem from mathematical, physical..."
"EF360 Global Management Trainee Program","EF Education First","Cambridge, MA","NA",134,44.4,"NA"
"Research Scientist or Research Engineer (BS/MS)","Schlumberger","Cambridge, MA","NA",nan,51.6,"BS or MS degree in computer science, electrical engineering, artificial intelligence, physics, or related fields with concentrations related to the subject..."
"Project Manager","Cylance, Inc.","Irvine, CA 92618","NA",6,52.2,"By successfully applying artificial intelligence and machine learning to crack the DNA of malware, Cylance has redefined the endpoint protection market,..."
"Senior Autonomous Driving System Engineer","NVIDIA","Santa Clara, CA","NA",137,52.2,"Familiarity with deep learning / artificial intelligence is desirable. Experience with Computer Vision, Machine Learning, Deep Learning or other Artificial..."
"Manager, Solutions Consulting (Western US)","Aspect Software Inc","Remote","NA",4,54.0,"Our ability to think big has enabled us to continually evolve and lead the market, and to stay on the forefront with exciting technologies including cloud,..."
"Editorial Intern","Aspire Ventures, LLC","Lancaster, PA 17603","NA",nan,nan,"NA"
"Software Engineer, Virtual Reality, YouTube","Google","San Bruno, CA","NA",nan,52.8,"NA"
"Revenue Cycle Specialist","MainStreet Family Urgent Care","Birmingham, AL","$15 - $18 an hour",2,54.0,"NA"
"Back End Software Engineer","Beyond Limits","Los Angeles, CA","NA",2,54.0,"NA"
"Innovation Architect","Delta Air Lines","Atlanta, GA 30320","NA",nan,52.2,"NA"
"Senior Flight Simulations Software Engineer/F-35/Orlando, FL","Lockheed Martin","Orlando, FL 32825","NA",nan,51.6,"NA"
"Facilities / Generator Engineer","Innovari","Dallas, TX","NA",nan,nan,"NA"
"Public Policy Intern","Adobe","Washington, DC","NA",328,52.2,"NA"
"Application Integration Engineer","Dolls Kill","San Francisco, CA","NA",nan,nan,"NA"
"Student Experience Coordinator","Udacity, Inc.","Mountain View, CA 94040","NA",6,55.8,"NA"
"Associate in Credit Rating Analytics","Morgan Stanley","New York, NY 10032 (Washington Heights area)","NA",nan,44.4,"NA"
"Software Engineer - Machine Learning Platform","Apple","Seattle, WA","NA",nan,52.2,"NA"
"GIS Specialist","Productivity Apex, Inc.","Orlando, FL 32817","NA",nan,nan,"NA"
"NLP Engineer","Apple","Santa Clara Valley, CA","NA",nan,52.2,"NA"
"Capacity Delivery Program Manager","Google","Mountain View, CA","NA",nan,52.8,"NA"
"Senior Data Scientist","Udacity, Inc.","Mountain View, CA 94040","NA",6,55.8,"NA"
"Principal Machine Learning Scientist, Digital Practice","Nordstrom","Seattle, WA","NA",nan,51.0,"NA"
"Software Engineer","Flex","Milpitas, CA","NA",nan,51.0,"NA"
"Embedded Systems Manager","Innovari","Hillsboro, OR 97124","NA",nan,nan,"NA"
"Software Engineer - NLP & Cognitive Web Services","PRSONAS, Inc.","Durham, NC","NA",nan,nan,"Includes natural language parsing, artificial intelligence, text to speech and related. And work across multiple tech themes including Cloud services, IoT,..."
"Software Engineer, Mobile Applications (Android/iOS)","Google","New York, NY 10011 (Chelsea area)","NA",nan,52.8,"We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking..."
"AI Lead","Bossanova Robotics","San Francisco, CA 94107 (South Of Market area)","NA",nan,nan,"Advanced degree (MS or PhD) with a focus in Deep Learning, Computer Vision, or Artificial Intelligence; Deep expertise in neural networks, convolutional neural..."
"Front-End SOFTWARE ENGINEER 2","Microsoft","Bellevue, WA","NA",nan,52.2,"NA"
"Technical Writer","Aspect Software Inc","Orlando, FL","NA",4,54.0,"Our ability to think big has enabled us to continually evolve and lead the market, and to stay on the forefront with exciting technologies including cloud,..."
"Sr. Front-End Developer","Originate","New York, NY","NA",nan,nan,"You will be tasked with learning new skill sets required for designing and building products in rapidly changing fields, such as Artificial Intelligence,..."
"Senior NLP Scientist / Engineer","UnitedHealth Group","San Diego, CA","NA",nan,43.2,"The successful candidate will have a strong background in Natural Language Processing, Artificial Intelligence with an emphasis on text, Information Extraction..."
"Siri Productivity Tools Full Stack Engineer","Apple","Santa Clara Valley, CA","NA",nan,52.2,"The Siri Search team is creating groundbreaking technology for knowledge graphing and algorithmic search using machine learning, natural language processing,..."
"Tech Solution Professional","Microsoft","Chicago, IL","NA",nan,52.2,"Being part of this team will allow you to maintain and develop your deep technical expertise & thought leadership across Microsoft & Open Source Advanced..."
"Head of Implementation-Cognitive","IPsoft","New York, NY 10004 (Financial District area)","NA",29,40.8,"Amelia is an artificial intelligence platform that makes it possible to automate knowledge work across a broad range of functions...."
"Data & Informatics Product Manager","NAVICAN GENOMICS INC","San Diego, CA","NA",nan,nan,"Scalable cloud deployments, AI and machine/deep learning, NLP, semantic web, artificial intelligence, massively parallel computing etc.)...."
"Siri iOS Engineer","Apple","Santa Clara Valley, CA","NA",nan,52.2,"Create groundbreaking technology for large scale systems, spoken language, big data, and artificial intelligence...."
"Software Developer","Veterans Sourcing Group","Tampa, FL 33634","NA",6,40.2,"Experience with Machine Learning and Artificial Intelligence techniques and tools such as Neural Networks, Logistic Regression, Deep Learning, classification..."
"NA","Weatherford","San Antonio, TX","NA",nan,44.4,"Communicate to Manager or appropriate sales personnel field intelligence and needs of the customer...."
"Sales Coordinator","Brain Corporation","San Diego, CA","NA",nan,nan,"Brain Corporation applies expertise in artificial intelligence, machine learning, and computer vision, to build brains for commercial robots...."
"Software Engineer - Data Visualization","HIRECLOUT","Mountain View, CA","NA",nan,nan,"An Artificial Intelligence company in the Bay Area is looking for a Data Visualization Engineer. Create data visualization tools with 3D graphics software for..."
"Logistics Analyst","ZT Systems","Secaucus, NJ","NA",23,32.4,"A new world of digital business and enhanced human connectivity is emerging, enabled by innovations in artificial intelligence, natural language interfaces,..."
"Principal Data Scientist","General Electric","Massachusetts","NA",nan,51.6,"We are looking for a Data Scientist to work with key Artificial Intelligence(AI), Deep Learning(DL) Clinical Partnership accounts to assist and build deep..."
"Business Development Representative","DigitalGenius","San Francisco, CA","NA",nan,nan,"Interest in Technology & Artificial Intelligence. DigitalGenius is a venture-backed artificial intelligence company, bringing practical applications of deep..."
"Principal Consultant","Symphony Ventures","Dallas, TX","NA",nan,nan,"NA"
"Research Scientist","Toyota Research Institute","Los Altos, CA","NA",nan,nan,"And (4) accelerate scientific discovery by applying techniques from artificial intelligence and machine learning...."
"Engagement Manager, Strategic Client Partnerships (CPG/Retai...","Logos Infotech Inc","New York, NY","$135,000 a year",nan,nan,"Embed Artificial Intelligence & Machine Learning in all projects & proposals. Green card and US Citizens...."
"Data Scientist","Aquasight","Troy, MI 48084","NA",nan,nan,"If you are looking to be part of a team that is building Smart City Big-Data and Artificial Intelligence products that are game changing and create significant..."
"Javascript Engineer","Workbridge Associates","Irvine, CA","$120,000 - $145,000 a year",32,40.8,"Are you a Front End engineer looking to join a growing Artificial Intelligence start-up where you can be one of the first to join?..."
"Server QE Engineer","Apple","Santa Clara Valley, CA","NA",nan,52.2,"Play a part in ensuring the quality of groundbreaking technology for large scale systems, natural language, big data, and artificial intelligence...."
"Information Scientist","RAND Corporation","United States","NA",17,42.0,"Applications of artificial intelligence and/or neural networks; Information and computer science staff members at RAND bring their technical approach and..."
"Software Engineer, Google Hardware, Live Case","Google","Mountain View, CA","NA",nan,52.8,"We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking..."
"Digital Experiences Research Scientist","Accenture","San Francisco, CA 94105 (Financial District area)","NA",nan,51.0,"You are an expert in one or more areas relevant to Digital Experience, such as human-computer interaction, artificial intelligence, collaboration, cognition...."
"Supply Chain Associate","Innovari","Portland, OR","NA",nan,nan,"NA"
"PRINCIPAL ENGINEER - DATA ANALYTICS","Oshkosh Corporation","Oshkosh, WI 54902","NA",339,43.2,"One to three years of experience on statistics, artificial intelligence, data analytics or machine learning. Oshkosh Corporation is a leading manufacturer and..."
"Director, Product Marketing","Cogito Corporation","Boston, MA 02109 (Central area)","NA",nan,nan,"NA"
"Data and Applied Scientist 2","Microsoft","Redmond, WA 98052","NA",nan,52.2,"Currently we are expanding our team to support projects that focus on Artificial Intelligence and Cognitive analytics...."
"Backend Engineer","AirU (AI Raising Up)","California, MD","$1,000 - $2,000 a month",nan,nan,"NA"
"Artificial Intelligence Scientist (University Grad)","Electronic Arts","Redwood City, CA 94065","NA",324,51.0,"NA"
"Data Engineer/Lead-17070034","Quanergy","Sunnyvale, CA","NA",nan,nan,"Interest in artificial intelligence, self-driving cars, and/or robotics. The Data Engineer is responsible for our core data infrastructure, both locally and in..."
"Digital Experiences Associate Research Scientist","Accenture","San Francisco, CA 94105 (Financial District area)","NA",nan,51.0,"You are an expert in one or more areas relevant to Digital Experience, such as human-computer interaction, artificial intelligence, collaboration, cognition...."
"Automotive Hardware System Architect","NVIDIA","Santa Clara, CA","NA",137,52.2,"NVIDIA gives automakers, tier-1 suppliers, automotive research institutions, and start-ups the power and flexibility to develop and deploy breakthrough..."
"Machine Learning - R&D TS Clearance","Barone Consulting","Arlington, VA","NA",nan,nan,"Knowledge of implementation of machine learning algorithms in architectures, including deep hierarchical artificial neural networks...."
"Computer Science Intern Program (CSIP)","National Security Agency","Fort Meade, MD","NA",117,53.4,"Machine Learning/Artificial Intelligence. The National Security Agency (NSA) is part of the DoD Intelligence Community Defense Civilian Intelligence Personnel..."
"Compliance Director","Mitek Systems","San Diego, CA","NA",nan,nan,"MITK) is an innovator in Artificial Intelligence and Machine Learning that simplify everyday tasks, is seeking qualified candidates for a Compliance Director..."
"Practice Head- Artificial Intelligence & Machine Learning Ev...","Wipro Limited","San Francisco, CA","NA",nan,43.8,"Industry Leadership Represent Wipro brand in various industry/vendor forums and events Build connects with Business/IT Leadership and Industry Analysts..."
"Senior Full Stack Web Applications Developer","Cognizant","Boulder, CO","NA",nan,51.0,"You have some exposure or expertise in big data, artificial intelligence, natural language processing, blockchain or other specialized technologies...."
"Civilian Account Executive","DataRobot","Washington, DC","NA",2,60.0,"You'll be comfortable selling an advanced analytics solution that empowers agencies to solve their most difficult data science problems with our automated..."
"Information Systems Project Manager","Telos Corporation","Ashburn, VA 20147","NA",21,51.6,"Analytics, data science, artificial intelligence,. The most security-conscious organizations trust Telos...."
"Network Engineer (Communications)","Innovari","Portland, OR","NA",nan,nan,"NA"
"IT Training Content Architect","Baker & McKenzie","Chicago, IL","NA",64,51.6,"Drive innovation in training content and design, including consideration of new methods of engagement such as gamification and the potential use of Artificial..."
"Product Manager, AI","Movable Ink","New York, NY","NA",2,54.0,"As a Product Manager, AI at Movable Ink, you will be the product champion for data products built on machine learning and artificial intelligence...."
